idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
6293X,-2.701667,2026-04-10T04:00:00+0000,0.0,3.0,10.6,5.4,88.0,36.68694,66.0,ROQUETAS DE MAR-FARO SABINAR,50.0,21.1,21.1,24.8,1010.3,1.0,22.9,1010.7,10.3,14.3,6.0,0.0,23.2,,,,,,0.0,,,,,,,,,
6299I,-2.964444,2026-04-10T04:00:00+0000,,2300.27,17.5,10.0,154.0,37.095833,144.0,LAGUNA SECA  PARQUE NACIONAL SIERRA NEVADA,51.0,7.6,8.9,8.9,772.5,2.6,,,,,15.0,,,,,,,,,,,,,,,,,
6302A,-2.780005,2026-04-10T04:00:00+0000,0.0,869.0,7.9,3.8,353.0,37.141389,348.0,ABLA,27.0,17.8,19.1,19.3,916.3,,,,-0.3,,,,,,,126.0,,,,,,,,,787.9,,,
6307C,-2.897216,2026-04-10T04:00:00+0000,,1713.43,14.8,6.6,110.0,37.052997,79.0,LAÚJAR  PARQUE NACIONAL SIERRA NEVADA,41.0,13.2,13.7,13.8,830.1,1.5,,1013.6,0.6,,15.0,,,,,,,,,,,,,,,,,
6312E,-2.677185,2026-04-10T04:00:00+0000,0.1,601.13,5.0,3.0,313.0,37.020944,318.0,RÁGOL  PARQUE NACIONAL SIERRA NEVADA,41.0,15.5,17.1,17.1,945.9,0.6,,1014.7,3.8,,16.0,,,,,,,,,,,,,,,,,
6325O,-2.356931,2026-04-10T04:00:00+0000,0.0,21.0,11.8,2.7,360.0,36.846344,40.0,ALMERÍA/AEROPUERTO,23.0,24.4,24.5,26.4,1010.1,0.8,21.8,1012.5,2.1,,171.0,,,,,,,,,,,,,,,,,
6329X,-2.193056,2026-04-10T04:00:00+0000,0.0,42.0,19.0,12.2,29.0,36.721945,32.0,CABO DE GATA  FARO,22.0,24.4,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
6332Y,-1.906944,2026-04-10T04:00:00+0000,0.0,222.0,21.3,13.7,38.0,36.942222,25.0,CARBONERAS - FARO MESA ROLDÁN,27.0,21.4,21.7,22.6,988.2,3.5,22.1,,1.9,20.0,18.0,0.0,21.2,,,,,,0.0,,,,,,,,,
6335O,-2.699181,2026-04-10T04:00:00+0000,0.0,969.93,7.3,3.6,156.0,37.109932,138.0,NACIMIENTO  PARQUE NACIONAL SIERRA NEVADA,36.0,16.2,17.4,17.6,905.9,1.0,,1013.8,2.1,,16.0,,,,,,,,,,,,,,,,,
6340X,-1.828511,2026-04-10T04:00:00+0000,0.0,28.5,5.9,3.6,307.0,37.169278,327.0,GARRUCHA,36.0,18.7,18.7,19.7,,,,,,,,,,,,,,,,,,,,,,,,
6364X,-2.151523,2026-04-10T04:00:00+0000,0.0,508.0,8.7,4.6,2.0,37.40659,267.0,ALBOX,31.0,16.7,18.3,18.3,,,,,,,,,,,,,,,,,,,,,,,,
6367B,-1.943609,2026-04-10T04:00:00+0000,0.0,300.0,,,57.0,37.390556,69.0,HUERCAL OVERA,21.0,15.8,17.4,17.9,982.0,,,1017.1,-5.1,,,,,,,15.0,,,,,,,,,,,,
6375X,-4.742002,2026-04-10T04:00:00+0000,0.0,420.0,1.9,0.5,82.0,37.132343,165.0,FUENTE DE PIEDRA ,92.0,11.5,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,
7002Y,-1.586878,2026-04-10T04:00:00+0000,0.0,32.0,4.5,2.4,317.0,37.417241,15.0,ÁGUILAS,25.0,21.6,21.6,23.6,1012.3,0.8,20.2,1016.1,0.6,20.0,18.0,0.0,22.6,,,,,,0.0,,,,,,,,,
7007Y,-1.230556,2026-04-10T04:00:00+0000,0.0,66.0,10.7,1.0,291.0,37.588056,20.0,MAZARRÓN/LAS TORRES,37.0,19.8,19.8,20.5,,,,,,,,,,,,,,,,,,,,,,,,
7012C,-0.987775,2026-04-10T04:00:00+0000,0.0,17.0,4.3,1.4,347.0,37.601115,349.0,CARTAGENA,51.0,16.8,17.0,17.2,,,,,,,,,,,,78.0,,,,,,,,,,,,
7012D,-1.023333,2026-04-10T04:00:00+0000,0.0,55.61,4.3,0.8,278.0,37.604444,273.0,CARTAGENA - TENTEGORRA,46.0,16.3,16.3,17.2,1009.6,0.4,,1016.2,4.6,20.0,42.0,,,,,,,,,,,,,,,,,
7019X,-0.715556,2026-04-10T04:00:00+0000,0.0,2.5,6.8,2.9,351.0,37.635833,17.0,CARTAGENA/SALINAS CABO PALOS,72.0,17.2,17.2,17.5,,,,,,,,,,,,,,,,,,,,,,,,
7023X,-1.167175,2026-04-10T04:00:00+0000,0.0,140.0,,,,37.726478,,FUENTE ALAMO,63.0,13.0,13.1,13.8,,,,,,,,,,,,,,,,,,,,,,,,
7026X,-0.967505,2026-04-10T04:00:00+0000,0.0,50.0,2.1,0.6,321.0,37.738884,15.0,TORRE PACHECO (C.C.A. AUT.),64.0,13.4,13.4,13.8,,,,,,,,,,,,,,,,,,,,,,,,
7031X,-0.805916,2026-04-10T04:00:00+0000,0.0,4.0,7.2,4.4,10.0,37.778332,20.0,MURCIA/SAN JAVIER,42.0,17.6,17.9,18.1,1016.0,0.3,16.4,1016.5,4.8,,3.0,0.0,,,,,,,,,,,,,,,,
7066Y,-2.218889,2026-04-10T04:00:00+0000,0.0,680.0,,,,38.393333,,EMBALSE DE LA FUENSANTA (AUTOMÁTICA),69.0,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,
7067Y,-2.412981,2026-04-10T04:00:00+0000,0.0,1485.0,,,,38.088419,,CAÑADAS DEL NERPIO,40.0,9.7,9.7,11.8,,,,,,,,,,,,,,,,,,,,,,,,
7072Y,-2.293887,2026-04-10T04:00:00+0000,0.0,960.0,,,,38.294995,,SEGE,52.0,10.2,10.4,10.4,,,,,,,,,,,,,,,,,,,,,,,,
7080X,-1.986391,2026-04-10T04:00:00+0000,0.0,955.0,,,,38.268337,,BENIZAR,45.0,11.3,11.6,12.1,,,,,,,,,,,,,,,,,,,,,,,,
7096B,-1.70294,2026-04-10T04:00:00+0000,0.0,604.57,4.7,3.2,8.0,38.541991,13.0,HELLÍN,50.0,12.3,13.0,13.5,947.9,0.7,,1018.1,2.9,,18.0,,,,,,,,,,,,,,,,,
7103Y,-1.68944,2026-04-10T04:00:00+0000,0.0,615.0,,,,38.588059,,TOBARRA,63.0,10.6,10.7,11.1,,,,,,,,,,,,,,,,,,,,,,,,
7119B,-1.877167,2026-04-10T04:00:00+0000,0.0,643.0,3.1,1.7,245.0,38.103131,26.0,CARAVACA FUENTES DEL MARQUÉS,61.0,8.5,8.7,9.5,943.8,0.4,14.6,1019.5,1.7,20.0,14.0,0.0,16.9,,,,,,0.0,,,,,,,,,
7121A,-1.702227,2026-04-10T04:00:00+0000,0.0,350.0,2.4,1.2,165.0,38.234167,210.0,CALASPARRA,60.0,11.4,11.4,12.6,,,,,,,,,,,,,,,,,,,,,,,,
7127X,-1.695334,2026-04-10T04:00:00+0000,0.0,690.0,,,,38.049198,,BULLAS,49.0,13.2,13.5,13.7,,,,,,,,,,,,,,,,,,,,,,,,
7138B,-1.335282,2026-04-10T04:00:00+0000,0.0,485.0,2.6,2.4,354.0,38.458887,335.0,JUMILLA  EL ALBAL,69.0,8.7,8.7,9.1,,,,,,,,,,,,,,,,,,,,,,,,
7145D,-1.380598,2026-04-10T04:00:00+0000,0.0,265.0,4.3,2.9,277.0,38.232792,269.0,CIEZA  PARQUE DE BOMBEROS,70.0,11.1,11.7,11.9,,,,,6.4,,,,,,,67.0,,,,,,,,,,,,
7158X,-1.305839,2026-04-10T04:00:00+0000,0.0,150.0,,,,38.128057,,ARCHENA,62.0,13.5,13.5,13.8,,,,,,,,,,,,,,,,,,,,,,,,
7168X,-1.466111,2026-04-10T04:00:00+0000,0.0,319.5,5.8,4.0,232.0,38.052778,217.0,MULA EDAR,53.0,13.3,13.3,14.7,,,,,,,,,,,,,,,,,,,,,,,,
7178I,-1.170836,2026-04-10T04:00:00+0000,0.0,61.84,3.5,2.0,234.0,38.002004,268.0,MURCIA,56.0,14.9,14.9,15.3,1009.9,0.5,14.1,1017.4,6.2,3.3,14.0,0.0,17.9,,,,,,0.0,,,,,18.9,,,,
7195X,-2.058228,2026-04-10T04:00:00+0000,0.0,985.0,,,,37.926002,,CARAVACA (LOS ROYOS- AUT.),61.0,8.3,8.3,9.2,,,,,,,,,,,,,,,,,,,,,,,,
7203A,-1.869755,2026-04-10T04:00:00+0000,0.0,646.0,2.9,1.5,244.0,37.844698,255.0,ZARCILLA DE RAMOS,50.0,11.1,11.2,12.9,,,,,,,,,,,,,,,,,,,,,,,,
7209,-1.687314,2026-04-10T04:00:00+0000,0.0,312.0,1.9,0.4,274.0,37.654837,207.0,LORCA,56.0,13.5,13.8,15.1,,,,,5.1,,,,,,,15.0,,,,,,,,,,,,
7211B,-1.797223,2026-04-10T04:00:00+0000,0.0,445.0,,,,37.568051,,PUERTO LUMBRERAS,34.0,16.2,17.2,17.2,,,,,,,,,,,,,,,,,,,,,,,,
7218Y,-1.5127,2026-04-10T04:00:00+0000,0.0,281.0,3.7,2.1,251.0,37.758556,240.0,TOTANA,45.0,15.2,15.3,15.3,,,,,,,,,,,,,,,,,,,,,,,,
7227X,-1.334725,2026-04-10T04:00:00+0000,0.0,157.0,2.7,1.0,11.0,37.86167,35.0,ALHAMA (COMARZA - AUT.),82.0,10.5,10.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,
7237E,-1.158615,2026-04-10T04:00:00+0000,0.0,170.0,5.7,4.0,2.0,38.13889,355.0,MOLINA DE SEGURA (LOS VALIENTES),53.0,14.4,14.5,14.8,,,,,,,,,,,,,,,,,,,,,,,,
7244X,-0.981414,2026-04-10T04:00:00+0000,0.0,26.0,1.7,0.4,225.0,38.067797,230.0,ORIHUELA DESAMPARADOS,73.0,12.3,12.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,
7247X,-1.037968,2026-04-10T04:00:00+0000,0.0,577.0,3.4,1.6,90.0,38.399586,84.0,PINOSO,49.0,10.0,11.5,11.6,950.9,0.3,,1018.5,1.1,,15.0,,,,,,,,,,,,,,,,,
7250C,-1.033817,2026-04-10T04:00:00+0000,0.0,174.0,,,,38.194389,,ABANILLA,71.0,11.0,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,
7261X,-0.715258,2026-04-10T04:00:00+0000,0.0,31.0,3.2,1.3,254.0,38.088036,232.0,ROJALES  EL MOLINO,69.0,13.2,13.2,14.6,,,,,,,,,,,,,,,,,,,,,,,,
7275C,-1.159669,2026-04-10T04:00:00+0000,0.0,640.0,2.9,1.1,262.0,38.601796,251.0,YECLA,61.0,9.1,9.5,9.6,944.4,0.3,10.9,1019.6,2.3,20.0,25.0,0.0,16.9,,,,,,0.0,,,,,,,,,
8005X,-0.795955,2026-04-10T04:00:00+0000,0.0,622.0,,,,38.779987,,FONTANARS - CASA DELS CUPS,62.0,8.1,8.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,
8008Y,-0.865595,2026-04-10T04:00:00+0000,0.0,486.0,0.0,0.0,53.0,38.576968,45.0,VILLENA,74.0,6.5,6.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,
8013X,-0.757713,2026-04-10T04:00:00+0000,0.0,233.0,,,,38.385629,,NOVELDA,48.0,14.5,14.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,
8018X,-0.680643,2026-04-10T04:00:00+0000,0.0,110.0,,,,38.287435,,ELCHE/ALTABIX,52.0,12.4,13.4,13.4,,,,,,,,,,,,,,,,,,,,,,,,
8019,-0.57083,2026-04-10T04:00:00+0000,0.0,43.0,2.1,1.4,270.0,38.282778,260.0,ALICANTE-ELCHE/AEROPUERTO,50.0,13.6,14.2,15.5,1013.0,0.4,13.9,1016.7,3.9,,16.0,0.0,,,,,,,,,,,,,,,,
8025,-0.494167,2026-04-10T04:00:00+0000,0.0,80.66,1.3,0.6,294.0,38.3725,303.0,ALICANTE,52.0,14.0,14.0,15.2,1007.0,0.2,11.2,1016.8,4.3,20.0,18.0,0.0,15.8,,,,,,0.0,,,,,15.9,,,,
8036Y,-0.137786,2026-04-10T04:00:00+0000,0.0,35.6,2.4,1.6,11.0,38.543655,12.0,BENIDORM (PARC LES FOIETES),34.0,17.1,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8050X,0.166667,2026-04-10T04:00:00+0000,0.0,15.0,4.1,2.1,245.0,38.784167,240.0,JÁVEA  AYUNTAMIENTO,59.0,12.1,12.9,13.1,1015.9,0.5,9.3,1017.7,5.1,20.0,11.0,0.0,18.2,,,,,,0.0,,,,,,,,,
8057C,-0.118261,2026-04-10T04:00:00+0000,0.0,60.0,3.9,1.5,223.0,38.846738,230.0,PEGO,51.0,15.0,15.1,15.2,,,,,,,,,,,,,,,,,,,,,,,,
8058X,-0.065,2026-04-10T04:00:00+0000,0.0,1.0,2.3,1.3,242.0,38.904444,250.0,OLIVA,61.0,12.4,12.7,12.9,1017.4,0.4,,,5.3,,14.0,,,,,,,,,,,,,,,,,
8058Y,-0.137697,2026-04-10T04:00:00+0000,0.0,12.0,4.7,3.2,247.0,38.950299,242.0,MIRAMAR,57.0,14.6,14.6,14.8,,,,,,,,,,,,,,,,,,,,,,,,
8059C,-0.460071,2026-04-10T04:00:00+0000,0.0,530.0,4.0,2.2,240.0,38.710917,230.0,ALCOY,52.0,11.7,11.7,11.9,,,,,,,,,,,,,,,,,,,,,,,,
8072Y,-0.304725,2026-04-10T04:00:00+0000,0.0,340.0,2.6,1.0,127.0,39.016938,117.0,BARX,73.0,9.5,9.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,
8096,-2.131944,2026-04-10T04:00:00+0000,0.0,948.52,5.1,2.0,98.0,40.067222,140.0,CUENCA,40.0,11.2,11.9,11.9,910.3,1.0,9.8,,-1.2,20.0,60.0,0.0,15.0,,,,,,0.0,,,,,15.3,818.3,,,
8155Y,-1.915278,2026-04-10T04:00:00+0000,0.0,830.0,5.1,2.7,38.0,39.555278,57.0,MOTILLA DEL PALANCAR,42.0,13.0,13.6,13.6,,,,,,,,,,,,,,,,,,,,,,,,
8175,-1.856389,2026-04-10T04:00:00+0000,0.0,702.0,2.4,1.5,142.0,38.954167,187.0,ALBACETE/LOS LLANOS,64.0,8.5,8.8,9.7,937.2,0.2,,1019.7,2.3,,15.0,0.0,14.5,,,,,,0.0,,,,,16.8,,,,
8177A,-1.658812,2026-04-10T04:00:00+0000,0.0,880.0,5.5,1.4,256.0,38.937599,89.0,CHINCHILLA/CENAD,44.0,10.8,10.8,14.6,917.1,0.3,,,-1.0,,19.0,,,,,,,,,,,,,,808.5,,,
8178D,-1.862335,2026-04-10T04:00:00+0000,0.0,674.11,1.3,0.0,0.0,39.005577,47.0,ALBACETE OBS.,54.0,10.6,10.6,11.5,940.4,0.1,,1019.2,1.7,,39.0,,,,,,,,,,,,,,,,,
8191Y,-1.435505,2026-04-10T04:00:00+0000,,680.0,3.8,1.1,55.0,39.198747,60.0,LAS ERAS,50.0,10.9,10.9,11.2,,,,,,,,,,,,,,,,,,,,,,,,
8193E,-1.094403,2026-04-10T04:00:00+0000,0.0,372.0,0.6,0.0,242.0,39.208415,145.0,JALANCE,77.0,7.0,7.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,
8198Y,-1.063051,2026-04-10T04:00:00+0000,0.0,710.0,1.2,0.2,187.0,38.850552,247.0,ALMANSA,73.0,6.0,6.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,
8203O,-1.100556,2026-04-10T04:00:00+0000,0.0,881.0,2.9,1.7,8.0,39.083611,77.0,EVC_ZARRA,35.0,13.9,13.9,15.0,921.0,0.4,,,-1.4,,20.0,,,,,,,,,,,,,,844.6,,,
8210Y,-1.503605,2026-04-10T04:00:00+0000,0.0,1160.0,1.8,1.1,83.0,40.103096,70.0,SALVACAÑETE,72.0,4.1,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
8245Y,-1.442571,2026-04-10T04:00:00+0000,0.0,815.0,,,,39.714376,,MIRA,74.0,4.9,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,
8270X,-0.79,2026-04-10T04:00:00+0000,0.0,305.0,3.1,1.5,241.0,39.133611,247.0,BICORP,56.0,10.6,11.3,11.4,,,,,,,,,,,,,,,,,,,,,,,,
8283X,-0.607676,2026-04-10T04:00:00+0000,0.0,350.0,2.0,0.6,261.0,38.829441,252.0,ONTINYENT,71.0,9.0,9.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,
8293X,-0.523056,2026-04-10T04:00:00+0000,0.0,88.0,4.7,2.6,225.0,39.001667,225.0,XÁTIVA,60.0,11.6,11.6,12.6,1007.8,0.4,15.7,1018.5,4.1,20.0,11.0,0.0,11.5,,,,,,0.0,,,,,,,,,
8300X,-0.445908,2026-04-10T04:00:00+0000,0.0,25.0,2.6,1.8,174.0,39.113382,207.0,CARCAIXENT,78.0,9.3,9.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,
8309X,-1.244795,2026-04-10T04:00:00+0000,0.0,758.0,3.5,2.7,340.0,39.575455,332.0,UTIEL  LA CUBERA,52.0,9.3,10.0,10.6,931.8,0.3,9.4,,0.6,20.0,7.0,0.0,16.3,,,,,,0.0,,,,,,819.1,,,
8325X,-0.371389,2026-04-10T04:00:00+0000,0.0,11.0,5.4,3.7,268.0,39.183889,269.0,POLINYA,52.0,13.0,13.6,13.7,1016.2,0.5,,1017.5,3.9,,11.0,,,,,,,,,,,,,,,,,
8328X,-0.355833,2026-04-10T04:00:00+0000,0.0,0.0,5.1,3.1,227.0,39.311944,221.0,SOLLANA,70.0,11.3,11.5,11.8,1017.5,0.6,,1017.5,6.2,,13.0,,,,,,,,,,,,,,,,,
8337X,-0.624616,2026-04-10T04:00:00+0000,0.0,186.0,,,,39.392139,,TURIS,72.0,8.5,8.7,8.9,,,,,,,,,,,,,,,,,,,,,,,,
8354X,-1.44139,2026-04-10T04:00:00+0000,0.0,1130.0,4.6,1.4,134.0,40.41972,120.0,ALBARRACÍN,64.0,6.2,6.2,6.8,,,,,,,,,,,,,,,,,,,,,,,,
8368U,-1.124132,2026-04-10T04:00:00+0000,0.0,901.67,2.4,0.5,345.0,40.350714,253.0,TERUEL,69.0,5.6,5.6,6.8,917.2,0.2,4.2,,0.4,18.2,28.0,0.0,13.7,,,,,,0.0,,,,,16.0,834.5,,,
8376,-1.411672,2026-04-10T04:00:00+0000,0.0,1430.0,1.3,0.6,206.0,40.236114,227.0,JABALOYAS  DEPÓSITO,45.0,11.1,11.4,11.4,,,,,,,,,,,,,,,,,,,,,,,,
8381X,-1.283573,2026-04-10T04:00:00+0000,0.0,705.0,,,,40.060558,,ADEMUZ,78.0,5.4,5.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,
8395X,-0.993611,2026-04-10T04:00:00+0000,0.0,515.0,2.3,0.4,330.0,39.753331,277.0,CHELVA,55.0,10.3,10.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,
8409X,-0.653993,2026-04-10T04:00:00+0000,0.0,198.0,5.0,3.2,311.0,39.664008,305.0,LLIRIA,54.0,12.7,12.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,
8414A,-0.474677,2026-04-10T04:00:00+0000,0.0,55.9,2.6,1.4,250.0,39.485015,290.0,VALENCIA/AEROPUERTO,66.0,11.7,11.8,12.8,1010.3,0.2,10.4,1017.0,5.6,,5.0,0.0,,,,,,,,,,,,,,,,
8416Y,-0.366387,2026-04-10T04:00:00+0000,0.0,13.0,2.5,1.1,257.0,39.480557,244.0,VALENCIA DT,54.0,13.8,14.1,14.3,1015.8,0.3,,1017.8,5.0,,13.0,,,,,,,,,,,,,,,,,
8433X,-0.703056,2026-04-10T04:00:00+0000,0.0,759.0,4.0,1.0,293.0,39.911389,320.0,BEJÍS,36.0,13.1,13.1,13.8,,,,,,,,,,,,,,,,,,,,,,,,
8439X,-0.485282,2026-04-10T04:00:00+0000,0.0,400.0,4.3,1.2,257.0,39.795551,232.0,SEGORBE  MASIA HOYA,53.0,9.4,11.4,11.4,,,,,,,,,,,,,,,,,,,,,,,,
8446Y,-0.258878,2026-04-10T04:00:00+0000,0.0,24.0,,,,39.700806,,SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA),85.0,10.0,10.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,
8458X,-0.849428,2026-04-10T04:00:00+0000,0.0,1380.0,2.3,1.3,46.0,40.430517,92.0,CEDRILLAS  ANTENAS,76.0,3.8,4.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
8472A,-0.54685,2026-04-10T04:00:00+0000,0.0,601.0,4.0,1.6,311.0,40.087706,300.0,ARENOS-PANTANO,61.0,10.6,10.6,10.9,,,,,,,,,,,,,,,,,,,,,,,,
8486X,-0.454339,2026-04-10T04:00:00+0000,0.0,1515.0,3.4,2.1,270.0,40.362515,245.0,MOSQUERUELA  DEPÓSITO,54.0,8.9,8.9,10.4,,,,,,,,,,,,,,,,,,,,,,,,
8489X,-0.255675,2026-04-10T04:00:00+0000,0.0,1130.0,3.2,2.1,312.0,40.433217,313.0,VILLAFRANCA,63.0,6.7,7.3,7.8,892.4,0.2,5.6,,0.6,20.0,5.0,0.0,12.5,,,,,,0.0,,,,,,,1528.8,,
8492X,-0.169683,2026-04-10T04:00:00+0000,0.0,420.0,0.9,0.0,339.0,40.227141,337.0,ATZENETA DEL MAESTRAT,70.0,8.5,8.5,8.8,,,,,,,,,,,,,,,,,,,,,,,,
8500A,-0.071967,2026-04-10T04:00:00+0000,0.0,43.39,5.6,3.1,291.0,39.95728,280.0,CASTELLÓN-ALMASSORA,47.0,15.0,15.8,15.8,1011.5,0.8,14.9,1017.3,4.5,20.0,23.0,0.0,17.7,,,,,,0.0,,,,,17.3,,,,
8503Y,0.18354,2026-04-10T04:00:00+0000,0.0,35.0,4.5,2.4,327.0,40.2113,337.0,TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL),53.0,14.3,14.8,14.9,,,,,,,,,,,,,,,,,,,,,,,,
8520X,0.165221,2026-04-10T04:00:00+0000,0.0,1165.0,4.9,3.1,311.0,40.693717,327.0,FREDES,48.0,11.7,11.7,12.9,,,,,,,,,,,,,,,,,,,,,,,,
9001D,-4.160594,2026-04-10T04:00:00+0000,0.0,870.0,2.9,0.9,268.0,42.991884,158.0,NESTARES,99.0,1.5,1.7,3.6,920.3,,,,1.5,,,,,,,40.0,,,,,,,,,830.6,,,
9001S,-4.374447,2026-04-10T04:00:00+0000,0.0,1650.0,2.8,1.1,282.0,43.036665,321.0,Alto Campoo,67.0,5.8,6.4,6.9,838.1,,,,0.6,,,,,,,46.0,,,,,,,,,,,,
9012E,-3.95718,2026-04-10T04:00:00+0000,0.0,915.0,,,,42.951334,,SANTA GADEA DE ALFOZ,83.0,8.2,8.2,9.2,,,,,,,,,,,,,,,,,,,,,,,,
9016X,-4.032219,2026-04-10T04:00:00+0000,0.0,770.0,1.7,1.0,258.0,42.809724,232.0,CUBILLO DE EBRO,94.0,2.5,2.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,
9019B,-3.933916,2026-04-10T04:00:00+0000,0.0,720.0,0.5,0.0,0.0,42.806246,107.0,POLIENTES-CASYC,99.0,3.2,3.2,4.2,,,,,3.0,,,,,,,0.0,,,,,,,,,,,,
9031C,-3.30879,2026-04-10T04:00:00+0000,0.0,730.0,3.1,2.1,221.0,42.559526,217.0,BRIVIESCA,89.0,7.1,7.1,7.2,,,,,,,,,,,,,,,,,,,,,,,,
9051,-3.482685,2026-04-10T04:00:00+0000,0.0,580.0,1.6,0.8,31.0,42.919901,264.0,MEDINA DE POMAR,96.0,5.1,5.1,6.2,953.9,0.2,9.4,1023.6,4.5,14.1,24.0,0.0,15.0,,,,,,0.0,,,,,,,,,
9060X,-3.231729,2026-04-10T04:00:00+0000,0.0,910.0,1.5,0.0,354.0,42.875217,30.0,LALASTRA,89.0,4.7,4.7,4.9,,,,,,,,,,,,,,,,,,,,,,,,
9069C,-2.960608,2026-04-10T04:00:00+0000,0.0,460.0,1.7,0.5,259.0,42.687159,325.0,MIRANDA DE EBRO,92.0,6.0,6.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,
9073X,-2.359745,2026-04-10T04:00:00+0000,0.0,660.0,2.6,1.8,148.0,42.829832,152.0,AGURAIN/SALVATIERRA  OPAKUA,94.0,5.9,5.9,6.5,,,,,,,,,,,,,,,,,,,,,,,,
9091R,-2.732913,2026-04-10T04:00:00+0000,0.0,513.0,2.6,1.5,350.0,42.871934,330.0,VITORIA-GASTEIZ AEROPUERTO,97.0,4.7,5.0,5.4,961.4,0.3,5.4,1023.0,4.6,,141.0,0.0,,,,,,,,,,,,,,,,
9111,-3.170282,2026-04-10T04:00:00+0000,0.0,820.0,2.3,1.3,249.0,42.421116,185.0,BELORADO,84.0,7.5,7.8,8.0,,,,,5.3,,,,,,,38.0,,,,,,,,,,,,
9115X,-2.968056,2026-04-10T04:00:00+0000,0.0,1630.0,5.8,4.1,168.0,42.255,107.0,VALDEZCARAY,51.0,10.1,10.1,11.4,,,,,,,,,,,,,,,,,,,,,,,,
9121X,-2.854717,2026-04-10T04:00:00+0000,0.0,465.0,,,,42.575277,,HARO ,78.0,9.8,10.3,10.4,,,,,,,,,,,,,,,,,,,,,,,,
9122I,-2.776667,2026-04-10T04:00:00+0000,0.0,612.0,1.7,0.8,6.0,42.603889,15.0,LABASTIDA,77.0,9.3,9.3,9.7,,,,,,,,,,,,,,,,,,,,,,,,
9136X,-2.871106,2026-04-10T04:00:00+0000,0.0,1006.0,,,,42.230834,,ANGUIANO  VALVANERA ,79.0,7.4,7.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,
9141V,-2.726758,2026-04-10T04:00:00+0000,0.0,500.0,3.4,2.1,164.0,42.414027,190.0,NÁJERA,84.0,8.3,8.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,
9145X,-2.632837,2026-04-10T04:00:00+0000,0.0,575.0,,,,42.567243,,LEZA,87.0,7.7,7.7,8.4,,,,,,,,,,,,,,,,,,,,,,,,
9145Y,-2.63944,2026-04-10T04:00:00+0000,0.0,429.0,2.8,0.9,282.0,42.48278,275.0,CENICERO ,75.0,10.6,10.6,11.2,,,,,,,,,,,,,,,,,,,,,,,,
9170,-2.331024,2026-04-10T04:00:00+0000,0.0,353.0,4.1,2.2,250.0,42.452342,240.0,LOGROÑO  AEROPUERTO,78.0,10.8,11.0,12.1,977.6,0.3,11.1,1020.9,7.3,,7.0,0.0,,,,,,,,,,,,,,,,
9171K,-2.183774,2026-04-10T04:00:00+0000,0.0,470.0,4.9,3.5,331.0,42.570417,335.0,LOS ARCOS,76.0,9.8,9.8,10.4,,,,,,,,,,,,,,,,,,,,,,,,
9178X,-2.346127,2026-04-10T04:00:00+0000,0.0,570.0,,,,42.670656,,CAMPEZO/KANPEZU,80.0,9.3,9.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,
9188,-2.273211,2026-04-10T04:00:00+0000,0.0,855.0,7.2,2.1,176.0,42.149501,210.0,ENCISO  DEPÓSITO,70.0,7.6,7.6,9.5,,,,,,,,,,,,,,,,,,,,,,,,
9195C,-0.505278,2026-04-10T04:00:00+0000,0.0,2275.6,1.6,1.4,318.0,42.793056,325.0,ASTÚN - LA RACA,38.0,5.9,6.4,6.5,777.4,0.1,,,-7.1,,9.0,,,,,,,,,,,,,,,,122.6,
